,id,nombre,status
128,918184,Kennedy,activo
129,504579,San Juan,activo
130,683284,Tababela,activo
131,689712,Chavezpamba,activo
132,231977,Chavezpamba,activo
133,174299,Llano Chico,activo
134,088408,Checa,activo
135,112972,Magdalena,activo
136,733047,Pacto,activo
137,914062,Mariscal Sucre,activo
138,761855,Chillogallo,activo
139,151057,Gualea,activo
140,156275,Rumipamba,activo
141,080824,Cochapamba,activo
142,851812,El Condado,activo
143,764420,Ponceano,activo
144,052289,Iñaquito,activo
145,869308,Nayon,activo
146,182465,Chilibulo,activo
147,978346,Chavezpamba,activo
148,081310,Quitumbe,activo
149,194838,La Merced,activo
150,997444,Centro Historico,activo
151,206543,"La Libertad, La Mena",activo
152,119579,El Condado,activo
153,055887,Comite del Pueblo,activo
154,207743,Alangasí,activo
155,811548,Atahualpa,activo
156,057602,"Lloa, Nanegal",activo
157,738689,Itchimbia,activo
158,867632,Gualea,activo
159,638745,Chimbacalle,activo
160,115166,El Quinche,activo
161,258350,"Lloa, Nanegal",activo
162,761554,San Antonio de Pichincha,activo
163,947704,La Argelia,activo
164,957599,Chavezpamba,activo
165,663144,Quitumbe,activo
166,521734,Calderon,activo
167,193884,San Bartolo,activo
168,632381,Guayllabamba,activo
169,544923,Chillogallo,activo
170,158904,San Bartolo,activo
171,811191,Yaruquí,activo
172,051136,Ponceano,activo
173,974196,Jipijapa,activo
174,944824,Zambiza,activo
175,733619,Pomasqui,activo
176,918840,El Condado,activo
177,257607,Kennedy,activo
178,950634,Cochapamba,activo
179,990487,Conocoto,activo
180,954959,Ponceano,activo
181,115614,La Ecuatoriana,activo
182,662938,Yaruquí,activo
183,863809,Magdalena,activo
184,410479,Píntag,activo
185,446619,Tababela,activo
186,524702,Yaruquí,activo
187,760880,Atahualpa,activo
188,201943,Iñaquito,activo
189,471877,Alangasí,activo
190,415092,Pacto,activo
191,475631,El Quinche,activo
192,952689,Chimbacalle,activo
193,700887,Tababela,activo
194,680223,Kennedy,activo
195,112968,Zambiza,activo
196,765357,Itchimbia,activo
197,448423,Iñaquito,activo
198,131337,Tababela,activo
199,180000,San Jose de Minas,activo
200,118221,La Ferroviaria,activo
201,680821,Cumbayá,activo
202,251409,Nono,activo
203,861134,Itchimbia,activo
204,441064,El Condado,activo
205,502287,Tababela,activo
206,524847,Turubamba,activo
207,916464,Kennedy,activo
208,684378,Centro Historico,activo
209,272035,Nono,activo
210,549857,Nanegalito,activo
211,235822,La Ferroviaria,activo
212,978377,Gualea,activo
213,869244,La Ecuatoriana,activo
214,954072,Tababela,activo
215,682713,Calderon,activo
216,207000,Rumipamba,activo
217,998374,Gualea,activo
218,084285,"La Libertad, La Mena",activo
219,540412,Pomasqui,activo
220,205117,Guangopolo,activo
221,054582,Calacali,activo
222,418567,Jipijapa,activo
223,132144,Chilibulo,activo
224,818707,Chillogallo,activo
225,525773,Magdalena,activo
226,760094,Nono,activo
227,184231,Concepción,activo
228,445644,Quitumbe,activo
229,918410,San Jose de Minas,activo
230,478372,Píntag,activo
231,979963,Cochapamba,activo
232,851963,Nayon,activo
233,854104,La Argelia,activo
234,974063,La Merced,activo
235,861587,Magdalena,activo
236,972575,Gualea,activo
237,524422,Cotocollao,activo
238,914896,Ponceano,activo
239,957119,Cochapamba,activo
240,085155,Puengasí,activo
241,055675,Solanda,activo
242,662138,Chilibulo,activo
243,444834,Mariscal Sucre,activo
244,158200,Yaruquí,activo
245,869479,Nanegalito,activo
246,706719,Guamaní,activo
247,914767,Atahualpa,activo
248,184476,Carcelen,activo
249,180063,Rumipamba,activo
250,194468,"Lloa, Nanegal",activo
251,703441,Alangasí,activo
252,503872,Pifo,activo
253,054026,Píntag,activo
254,686413,Guayllabamba,activo
255,138573,Nono,activo
256,258594,Puéllaro,activo
257,276104,Comite del Pueblo,activo
258,471632,El Quinche,activo
259,706767,Magdalena,activo
260,418926,Gualea,activo
261,476187,Concepción,activo
262,502177,Chillogallo,activo
263,276327,Tumbaco,activo
264,411993,Guangopolo,activo
265,414166,Alangasí,activo
266,996943,Ponceano,activo
267,238793,La Argelia,activo
268,116485,San Jose de Minas,activo
269,707533,Conocoto,activo
270,959773,Solanda,activo
271,521868,Píntag,activo
272,118729,Jipijapa,activo
273,131264,Nayon,activo
274,660253,Comite del Pueblo,activo
275,502698,Conocoto,activo
276,158846,Kennedy,activo
277,273225,Pacto,activo
278,813977,Concepción,activo
279,630787,Mariscal Sucre,activo
280,176414,La Ecuatoriana,activo
281,683773,Nanegalito,activo
282,256954,Centro Historico,activo
283,915505,Mariscal Sucre,activo
284,089096,Puéllaro,activo
285,172212,Cochapamba,activo
286,175105,Gualea,activo
287,412713,Perucho,activo
288,958588,Solanda,activo
289,706372,Calacali,activo
290,156509,La Ecuatoriana,activo
291,237863,Kennedy,activo
292,700895,Nanegalito,activo
293,156326,Centro Historico,activo
294,949013,Chimbacalle,activo
295,958866,"La Libertad, La Mena",activo
296,991552,Puembo,activo
297,239915,Perucho,activo
298,119338,Itchimbia,activo
299,979178,Mariscal Sucre,activo
300,997619,Calacali,activo
301,270171,Puengasí,activo
302,171155,Carcelen,activo
303,881342,Calderon,activo
304,705537,Pomasqui,activo
305,418899,Pacto,activo
306,912459,Magdalena,activo
307,669917,"Lloa, Nanegal",activo
308,918415,San Antonio de Pichincha,activo
309,955952,Puengasí,activo
310,479530,Carcelen,activo
311,057071,Yaruquí,activo
312,138301,Nono,activo
313,810775,Kennedy,activo
314,052488,Nono,activo
315,957225,Iñaquito,activo
316,942828,La Merced,activo
317,055949,Guamaní,activo
318,415205,Quitumbe,activo
319,173929,Tumbaco,activo
320,946634,Llano Chico,activo
321,540673,Pacto,activo
322,914607,Chavezpamba,activo
323,444486,Kennedy,activo
324,700399,Llano Chico,activo
325,669932,San Juan,activo
326,414060,San Jose de Minas,activo
327,156065,San Juan,activo
328,707848,Amaguaña,activo
329,136065,Conocoto,activo
330,410251,Iñaquito,activo
331,087795,Cumbayá,activo
332,158506,Atahualpa,activo
333,886180,Iñaquito,activo
334,114814,Calderon,activo
335,159292,Nayon,activo
336,548653,Tababela,activo
337,919294,Rumipamba,activo
338,704314,Calacali,activo
339,115233,Zambiza,activo
340,705757,Itchimbia,activo
341,053270,"La Libertad, La Mena",activo
342,736231,Tababela,activo
343,860003,Ponceano,activo
344,633516,El Quinche,activo
345,448071,Quitumbe,activo
346,993737,Nayon,activo
347,681375,Pacto,activo
348,687413,Guamaní,activo
349,948098,Chavezpamba,activo
350,733519,San Bartolo,activo
351,278616,Jipijapa,activo
352,995125,Gualea,activo
353,546860,Iñaquito,activo
354,732199,Mariscal Sucre,activo
355,639501,Conocoto,activo
356,258994,San Jose de Minas,activo
357,277481,Itchimbia,activo
358,941363,Gualea,activo
359,135487,Checa,activo
360,441428,San Jose de Minas,activo
361,503940,La Ecuatoriana,activo
362,180774,Calderon,activo
363,195253,"Lloa, Nanegal",activo
364,157390,Chimbacalle,activo
365,542590,Amaguaña,activo
366,953959,La Ecuatoriana,activo
367,910548,Concepción,activo
368,943910,Puembo,activo
369,254614,Puengasí,activo
370,187080,Guamaní,activo
371,913669,Perucho,activo
372,196448,Chimbacalle,activo
373,233531,Itchimbia,activo
374,680951,Centro Historico,activo
375,272759,Alangasí,activo
376,138093,Turubamba,activo
377,709070,Yaruquí,activo
378,441068,Guangopolo,activo
379,118216,Puengasí,activo
380,258748,Chilibulo,activo
381,977673,Puembo,activo
382,630536,Guamaní,activo
383,471771,Cotocollao,activo
384,766078,La Argelia,activo
385,197306,Tababela,activo
386,666651,Magdalena,activo
387,119228,El Condado,activo
388,234602,Tababela,activo
389,412727,Alangasí,activo
390,768411,Puembo,activo
391,685475,"La Libertad, La Mena",activo
392,250619,Iñaquito,activo
393,279059,Nono,activo
394,272787,Cotocollao,activo
395,668772,"Lloa, Nanegal",activo
396,275996,Conocoto,activo
397,941293,San Juan,activo
398,193425,Tababela,activo
399,666279,Puengasí,activo
400,680974,Pacto,activo
401,688535,Concepción,activo
402,470498,Iñaquito,activo
403,733242,Cotocollao,activo
404,056418,Conocoto,activo
405,948158,Quitumbe,activo
406,540824,"La Libertad, La Mena",activo
407,441769,Carcelen,activo
408,191696,Chillogallo,activo
409,853187,Guayllabamba,activo
410,883946,Puéllaro,activo
411,868487,Cochapamba,activo
412,681151,Atahualpa,activo
413,137153,Kennedy,activo
414,193874,Nanegalito,activo
415,252419,Gualea,activo
416,919215,Quitumbe,activo
417,087860,Checa,activo
418,883448,Puembo,activo
419,889826,Checa,activo
420,631460,Itchimbia,activo
421,256655,Cumbayá,activo
422,258515,Pifo,activo
423,993892,Iñaquito,activo
424,441146,Zambiza,activo
425,183910,Amaguaña,activo
426,117013,Cotocollao,activo
427,203787,Rumipamba,activo
428,630870,"La Libertad, La Mena",activo
429,637912,Iñaquito,activo
430,668744,"La Libertad, La Mena",activo
431,052166,Chillogallo,activo
432,254725,Chavezpamba,activo
433,972524,Pomasqui,activo
434,083705,Calderon,activo
435,973598,La Ferroviaria,activo
436,186992,Chimbacalle,activo
437,238757,Centro Historico,activo
438,881251,Itchimbia,activo
439,997473,Chimbacalle,activo
440,664207,Tababela,activo
441,810928,Chavezpamba,activo
442,151237,Solanda,activo
443,277273,Puembo,activo
444,527000,Gualea,activo
445,810180,Quitumbe,activo
446,855031,Rumipamba,activo
447,231997,Chillogallo,activo
448,180838,Chilibulo,activo
449,943952,Pomasqui,activo
450,253714,Guamaní,activo
451,416214,El Condado,activo
452,668533,Tababela,activo
453,668775,Jipijapa,activo
454,764155,Conocoto,activo
455,850585,Checa,activo
456,664764,Concepción,activo
457,258271,La Ecuatoriana,activo
458,885241,Ponceano,activo
459,660818,"La Libertad, La Mena",activo
460,912200,Atahualpa,activo
461,183097,Guamaní,activo
462,687011,Checa,activo
463,250441,Nanegalito,activo
464,955787,Turubamba,activo
465,955600,Jipijapa,activo
466,208159,Guangopolo,activo
467,195760,Yaruquí,activo
468,055502,Cotocollao,activo
469,209953,Magdalena,activo
470,994502,La Merced,activo
471,170859,La Ecuatoriana,activo
472,056154,Cochapamba,activo
473,172058,Chilibulo,activo
474,956490,Puengasí,activo
475,855043,La Ecuatoriana,activo
476,235975,La Argelia,activo
477,418425,Turubamba,activo
478,685046,Alangasí,activo
479,866824,Magdalena,activo
480,943035,Amaguaña,activo
481,971189,Nayon,activo
482,864928,Zambiza,activo
483,958880,Turubamba,activo
484,543367,Concepción,activo
485,707942,Tababela,activo
486,232824,Puéllaro,activo
487,731526,Conocoto,activo
488,910839,"Lloa, Nanegal",activo
489,919621,Cotocollao,activo
490,994017,Tumbaco,activo
491,976595,Yaruquí,activo
492,198505,Chavezpamba,activo
493,974198,San Bartolo,activo
494,258376,Atahualpa,activo
495,975109,Chavezpamba,activo
496,259359,Pifo,activo
497,133156,Tababela,activo
498,155809,Cochapamba,activo
499,636842,Kennedy,activo
500,761828,Gualea,activo
501,703463,Cumbayá,activo
502,883334,Pacto,activo
503,235353,San Bartolo,activo
504,504039,Alangasí,activo
505,086936,Perucho,activo
506,864933,Puengasí,activo
507,133611,Guangopolo,activo
508,275201,Chilibulo,activo
509,737299,Chavezpamba,activo
510,131366,Calderon,activo
511,057667,Cotocollao,activo
512,194915,La Argelia,activo
513,631264,Gualea,activo
514,702936,Magdalena,activo
515,941055,Pomasqui,activo
516,178690,Cotocollao,activo
517,865483,Mariscal Sucre,activo
518,154605,Mariscal Sucre,activo
519,868730,Llano Chico,activo
520,277682,Guamaní,activo
521,230552,Atahualpa,activo
522,250191,Ponceano,activo
523,661621,Cochapamba,activo
524,688974,San Juan,activo
525,479254,"La Libertad, La Mena",activo
526,701394,Kennedy,activo
527,270170,Iñaquito,activo
528,208423,Tababela,activo
529,889604,Chillogallo,activo
530,475615,El Condado,activo
531,500142,Nayon,activo
532,236963,Calacali,activo
533,682906,Guayllabamba,activo
534,707185,Puembo,activo
535,853255,San Antonio de Pichincha,activo
536,139007,Chillogallo,activo
537,088730,Nayon,activo
538,708616,Cotocollao,activo
539,666949,Puengasí,activo
540,548995,Cotocollao,activo
541,735830,Itchimbia,activo
542,687230,Puengasí,activo
543,686405,Tababela,activo
544,418946,San Juan,activo
545,259483,Perucho,activo
546,851516,Chavezpamba,activo
547,683005,Puéllaro,activo
548,761064,Guayllabamba,activo
549,478292,Nanegalito,activo
550,118943,Checa,activo
551,059726,Atahualpa,activo
552,207275,Solanda,activo
553,917914,El Condado,activo
554,138241,Alangasí,activo
555,702375,Checa,activo
556,152382,Cochapamba,activo
557,816647,Iñaquito,activo
558,706548,Magdalena,activo
559,912799,El Quinche,activo
560,412154,"Lloa, Nanegal",activo
561,202742,Chimbacalle,activo
562,112548,"Lloa, Nanegal",activo
563,056676,Guangopolo,activo
564,544731,Tumbaco,activo
565,547341,Calderon,activo
566,444708,Mariscal Sucre,activo
567,818881,Itchimbia,activo
568,548881,Perucho,activo
569,057030,Cumbayá,activo
570,190636,Pifo,activo
571,707285,Centro Historico,activo
572,181683,Puengasí,activo
573,173834,Guangopolo,activo
574,764589,Gualea,activo
575,253151,Nono,activo
576,957807,Carcelen,activo
577,199338,Gualea,activo
578,974295,Tumbaco,activo
579,544979,La Argelia,activo
580,662413,Amaguaña,activo
581,194366,Puembo,activo
582,850477,Guayllabamba,activo
583,996217,Checa,activo
584,865404,El Quinche,activo
585,444606,Atahualpa,activo
586,816453,Mariscal Sucre,activo
587,231554,Guangopolo,activo
588,974052,San Juan,activo
589,194839,Chavezpamba,activo
590,187484,Calacali,activo
591,976899,Puembo,activo
592,941081,Perucho,activo
593,888664,Jipijapa,activo
594,990472,Zambiza,activo
595,882304,Pifo,activo
596,956847,Centro Historico,activo
597,701069,Nayon,activo
598,666422,Pacto,activo
599,187358,Calderon,activo
600,055225,El Condado,activo
601,856571,Puengasí,activo
602,278093,Amaguaña,activo
603,996718,Chavezpamba,activo
604,208300,El Condado,activo
605,817188,Checa,activo
606,135882,Cochapamba,activo
607,995532,Comite del Pueblo,activo
608,733160,Tababela,activo
609,477013,Zambiza,activo
610,705948,Conocoto,activo
611,958029,Tumbaco,activo
612,173484,Turubamba,activo
613,088428,Calacali,activo
614,170964,Itchimbia,activo
615,116063,Yaruquí,activo
616,415475,Nono,activo
617,661926,Nanegalito,activo
618,738478,Quitumbe,activo
619,662028,Nayon,activo
620,663172,Guamaní,activo
621,239119,Amaguaña,activo
622,543445,Píntag,activo
623,910480,Chilibulo,activo
624,182531,Pomasqui,activo
625,279067,Chavezpamba,activo
626,976514,Cumbayá,activo
627,130643,Cumbayá,activo
628,086041,La Argelia,activo
629,172035,Zambiza,activo
630,856838,Guangopolo,activo
631,237797,La Ecuatoriana,activo
632,765421,Guamaní,activo
633,088237,Atahualpa,activo
634,734434,Guamaní,activo
635,508131,La Merced,activo
636,051354,Guamaní,activo
637,188888,Pomasqui,activo
638,684014,Iñaquito,activo
639,958912,Nono,activo
640,668569,Guamaní,activo
641,765392,Chavezpamba,activo
642,504671,"La Libertad, La Mena",activo
643,527807,La Argelia,activo
644,253548,Nono,activo
645,883592,Rumipamba,activo
646,057480,Centro Historico,activo
647,187148,Magdalena,activo
648,253219,Mariscal Sucre,activo
649,765380,Yaruquí,activo
650,815504,Chilibulo,activo
651,632952,La Ecuatoriana,activo
652,201163,Chavezpamba,activo
653,913000,Perucho,activo
654,882385,Chavezpamba,activo
655,083568,Carcelen,activo
656,193777,Cochapamba,activo
657,882444,Cumbayá,activo
658,084773,Puengasí,activo
659,182083,Puengasí,activo
660,254862,El Condado,activo
661,413999,Puembo,activo
662,766675,Magdalena,activo
663,054746,Mariscal Sucre,activo
664,205385,Solanda,activo
665,205452,Chillogallo,activo
666,636083,Ponceano,activo
667,112531,Mariscal Sucre,activo
668,548302,Alangasí,activo
669,115239,Cumbayá,activo
670,419184,Calderon,activo
671,915031,Pacto,activo
672,868998,Pifo,activo
673,941635,Checa,activo
674,194528,Amaguaña,activo
675,637404,Puengasí,activo
676,940760,San Juan,activo
677,234507,Guayllabamba,activo
678,411711,"La Libertad, La Mena",activo
679,173522,Alangasí,activo
680,416367,Carcelen,activo
681,885294,La Ecuatoriana,activo
682,137369,Guangopolo,activo
683,810946,Pifo,activo
684,050731,Ponceano,activo
685,416907,Cotocollao,activo
686,505349,La Merced,activo
687,705468,Pifo,activo
688,918749,El Condado,activo
689,114531,Píntag,activo
690,176327,Zambiza,activo
691,417213,Kennedy,activo
692,660067,San Jose de Minas,activo
693,501735,Mariscal Sucre,activo
694,544153,Chilibulo,activo
695,543129,Quitumbe,activo
696,186128,Perucho,activo
697,151636,Chimbacalle,activo
698,549765,Puembo,activo
699,174156,Zambiza,activo
700,944685,Checa,activo
701,417108,Guamaní,activo
702,637947,Comite del Pueblo,activo
703,634269,Píntag,activo
704,523090,Carcelen,activo
705,159816,Conocoto,activo
706,055020,Concepción,activo
707,971197,Carcelen,activo
708,978390,Cochapamba,activo
709,943674,La Ferroviaria,activo
710,665793,Alangasí,activo
711,089637,La Merced,activo
712,668602,San Jose de Minas,activo
713,664548,Centro Historico,activo
714,055955,Cumbayá,activo
715,812737,Centro Historico,activo
716,470703,Tababela,activo
717,440534,Chavezpamba,activo
718,238428,Cumbayá,activo
719,509095,Calacali,activo
720,943386,Magdalena,activo
721,190166,Tumbaco,activo
722,701319,Turubamba,activo
723,913693,Concepción,activo
724,200452,San Juan,activo
725,056082,Magdalena,activo
726,171642,Tumbaco,activo
727,111229,Chilibulo,activo
728,053012,Guayllabamba,activo
729,237810,Chilibulo,activo
730,192385,El Quinche,activo
731,233157,Conocoto,activo
732,158505,Cumbayá,activo
733,206927,Píntag,activo
734,252027,Puéllaro,activo
735,765629,La Argelia,activo
736,819150,Amaguaña,activo
737,234885,Magdalena,activo
738,885004,Guamaní,activo
739,545814,Concepción,activo
740,526564,San Antonio de Pichincha,activo
741,115017,Alangasí,activo
742,850413,Cotocollao,activo
743,815033,San Bartolo,activo
744,178890,Kennedy,activo
745,636761,Guamaní,activo
746,051975,Concepción,activo
747,182220,"Lloa, Nanegal",activo
748,203931,"Lloa, Nanegal",activo
749,470282,Concepción,activo
750,951396,Turubamba,activo
751,768344,"Lloa, Nanegal",activo
752,113239,Amaguaña,activo
753,769060,Turubamba,activo
754,479146,Chavezpamba,activo
755,139590,Quitumbe,activo
756,154570,Nayon,activo
757,525365,Pifo,activo
758,730486,Píntag,activo
759,200418,Nono,activo
760,708547,Turubamba,activo
761,085891,Llano Chico,activo
762,524448,Gualea,activo
763,527972,Guangopolo,activo
764,887726,San Juan,activo
765,524635,Kennedy,activo
766,474697,"Lloa, Nanegal",activo
767,631520,Nono,activo
768,765129,La Ferroviaria,activo
769,763996,El Condado,activo
770,114508,El Quinche,activo
771,997737,La Ecuatoriana,activo
772,112466,Rumipamba,activo
773,186780,Conocoto,activo
774,942687,Atahualpa,activo
775,814943,Cumbayá,activo
776,814274,Rumipamba,activo
777,173453,"Lloa, Nanegal",activo
778,174447,Yaruquí,activo
779,851531,Pifo,activo
780,701531,Alangasí,activo
781,975071,Cotocollao,activo
782,151457,Amaguaña,activo
783,639259,San Antonio de Pichincha,activo
784,238228,Iñaquito,activo
785,862929,Mariscal Sucre,activo
786,236027,Ponceano,activo
787,504491,La Ecuatoriana,activo
788,415270,Chilibulo,activo
789,866234,Chilibulo,activo
790,190301,Conocoto,activo
791,853712,El Quinche,activo
792,203038,Píntag,activo
793,769418,Chavezpamba,activo
794,233431,Pomasqui,activo
795,950656,Puengasí,activo
796,181016,La Ferroviaria,activo
797,632005,Guayllabamba,activo
798,667679,La Merced,activo
799,816083,Checa,activo
800,995760,Calderon,activo
801,812931,Turubamba,activo
802,636030,Cochapamba,activo
803,664533,Puengasí,activo
804,081058,Puengasí,activo
805,739878,Nono,activo
806,080573,Cochapamba,activo
807,507111,El Quinche,activo
808,767390,Chillogallo,activo
809,991304,Pacto,activo
810,272552,Guayllabamba,activo
811,130986,Carcelen,activo
812,477105,Nayon,activo
813,681284,Zambiza,activo
814,153858,San Jose de Minas,activo
815,112930,Rumipamba,activo
816,858071,Chimbacalle,activo
817,507421,Jipijapa,activo
818,252107,Puéllaro,activo
819,133930,Pacto,activo
820,259852,Carcelen,activo
821,959262,Itchimbia,activo
822,132441,Perucho,activo
823,446642,La Ecuatoriana,activo
824,277920,Mariscal Sucre,activo
825,257539,Kennedy,activo
826,131343,Nanegalito,activo
827,231680,Conocoto,activo
828,445831,Cotocollao,activo
829,854163,Perucho,activo
830,810815,Ponceano,activo
831,682168,Magdalena,activo
832,230040,Kennedy,activo
833,999568,Comite del Pueblo,activo
834,413437,Turubamba,activo
835,666058,Cotocollao,activo
836,254438,La Ferroviaria,activo
837,810836,Concepción,activo
838,942455,Puembo,activo
839,506799,Guamaní,activo
840,529436,Chavezpamba,activo
841,112369,Guangopolo,activo
842,669383,Concepción,activo
843,990333,Concepción,activo
844,739617,Comite del Pueblo,activo
845,739829,Centro Historico,activo
846,866990,Cochapamba,activo
847,479640,Pomasqui,activo
848,863501,"Lloa, Nanegal",activo
849,236076,Zambiza,activo
850,813305,Yaruquí,activo
851,977723,Kennedy,activo
852,858871,Guayllabamba,activo
853,277922,"La Libertad, La Mena",activo
854,687378,San Jose de Minas,activo
855,413249,La Ferroviaria,activo
856,852250,El Condado,activo
857,761161,Nono,activo
858,472076,Amaguaña,activo
859,919964,Rumipamba,activo
860,170062,El Quinche,activo
861,172631,Perucho,activo
862,196723,San Bartolo,activo
863,738419,Píntag,activo
864,520052,La Argelia,activo
865,417077,Chillogallo,activo
866,665361,Pomasqui,activo
867,119660,Atahualpa,activo
868,520161,Solanda,activo
869,193308,Mariscal Sucre,activo
870,948027,Yaruquí,activo
871,766149,Guayllabamba,activo
872,681322,Nayon,activo
873,472222,El Quinche,activo
874,978645,El Condado,activo
875,230250,"Lloa, Nanegal",activo
876,940115,Turubamba,activo
877,117371,"La Libertad, La Mena",activo
878,508125,Guayllabamba,activo
879,181322,Puembo,activo
880,501991,Gualea,activo
881,660111,Pacto,activo
882,445373,Yaruquí,activo
883,119902,El Quinche,activo
884,979612,"Lloa, Nanegal",activo
885,200916,Checa,activo
886,413461,Chillogallo,activo
887,880612,Chimbacalle,activo
888,661065,Mariscal Sucre,activo
889,473927,La Merced,activo
890,415868,Yaruquí,activo
891,858591,Mariscal Sucre,activo
892,138025,Turubamba,activo
893,882503,La Ferroviaria,activo
894,850084,Comite del Pueblo,activo
895,941201,Chimbacalle,activo
896,410697,Amaguaña,activo
897,150307,Perucho,activo
898,815723,Pomasqui,activo
899,257491,Pifo,activo
900,500688,Solanda,activo
901,170387,Guangopolo,activo
902,979835,Atahualpa,activo
903,941824,Ponceano,activo
904,205817,Gualea,activo
905,443900,Cotocollao,activo
906,111892,Nanegalito,activo
907,154611,Llano Chico,activo
908,700317,Rumipamba,activo
909,173637,Comite del Pueblo,activo
910,811673,Tababela,activo
911,257353,La Ferroviaria,activo
912,912286,Nanegalito,activo
913,182012,Tumbaco,activo
914,520470,Pacto,activo
915,133065,Alangasí,activo
916,174241,San Juan,activo
917,768733,Zambiza,activo
918,684316,Calacali,activo
919,912814,Cumbayá,activo
920,731513,Gualea,activo
921,058290,Chilibulo,activo
922,256845,Tababela,activo
923,116820,San Juan,activo
924,668124,Magdalena,activo
925,639768,La Ecuatoriana,activo
926,738341,Gualea,activo
927,811714,Chilibulo,activo
928,053221,Pacto,activo
929,639871,Nayon,activo
930,058032,Chavezpamba,activo
931,737268,Itchimbia,activo
932,194601,Perucho,activo
933,813701,Concepción,activo
934,273235,Concepción,activo
935,736492,Atahualpa,activo
936,521064,Mariscal Sucre,activo
937,990635,Tumbaco,activo
938,235128,Amaguaña,activo
939,529536,San Juan,activo
940,086842,Chilibulo,activo
941,195051,Quitumbe,activo
942,207119,Guamaní,activo
943,995574,Conocoto,activo
944,761184,La Merced,activo
945,135499,Concepción,activo
946,542014,Perucho,activo
947,059519,Chillogallo,activo
948,173211,Zambiza,activo
949,888481,Nayon,activo
950,152683,Tababela,activo
951,275860,La Ecuatoriana,activo
